@odata.etag,ItemInternalId,ID,Title,Creator,Subject@odata.type,Subject,Subject#Id@odata.type,Subject#Id,Publisher,Date,ResourceType,ResourceType#Id,Format,Format#Id,Language,Language#Id,Modified,Created,Author,Author#Claims,Editor,Editor#Claims,{Identifier},{Link},{Name},{FilenameWithExtension},{Path},{HasAttachments},Source,Location,Description,Contributor
"""1""",120,120,Deutsches Namenlexikon,Hans Bahlow,#Collection(Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference),"[{""Id"":8,""Value"":""Names""},{""Id"":25,""Value"":""Recommended""},{""Id"":40,""Value"":""Germany""}]",#Collection(Int64),"[8,25,40]",,1967,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":4,""Value"":""German""}",4,2018-01-02T05:32:30Z,2018-01-02T05:32:30Z,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,Lists%252fResources%252f120_.000,https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/listform.aspx?PageType=4&ListId=973e83c9-26e8-42f3-8419-3843014fce73&ID=120&ContentTypeID=0x01006F695A2D1FCAB64D89E3744D7560513D,Deutsches Namenlexikon,Deutsches Namenlexikon,Lists/Resources/,False,,,,
"""1""",121,121,Dictionary of German Names,Hans Bahlow,#Collection(Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference),"[{""Id"":8,""Value"":""Names""},{""Id"":25,""Value"":""Recommended""},{""Id"":40,""Value"":""Germany""}]",#Collection(Int64),"[8,25,40]",University of Wisconsin,1993,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":1,""Value"":""English""}",1,2018-01-02T05:34:15Z,2018-01-02T05:34:15Z,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,Lists%252fResources%252f121_.000,https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/listform.aspx?PageType=4&ListId=973e83c9-26e8-42f3-8419-3843014fce73&ID=121&ContentTypeID=0x01006F695A2D1FCAB64D89E3744D7560513D,Dictionary of German Names,Dictionary of German Names,Lists/Resources/,False,,,A translation of Bahlow’s Deutsches Namenlexikon.,Edda Gentry
"""1""",122,122,Deutschlands Geographische Namenwelt,Hans Bahlow,#Collection(Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference),"[{""Id"":9,""Value"":""Place-Names""},{""Id"":40,""Value"":""Germany""},{""Id"":25,""Value"":""Recommended""},{""Id"":26,""Value"":""Advanced""}]",#Collection(Int64),"[9,40,25,26]",Vittorio Klostermann,1965,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":4,""Value"":""German""}",4,2018-01-02T05:36:23Z,2018-01-02T05:36:23Z,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,Lists%252fResources%252f122_.000,https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/listform.aspx?PageType=4&ListId=973e83c9-26e8-42f3-8419-3843014fce73&ID=122&ContentTypeID=0x01006F695A2D1FCAB64D89E3744D7560513D,Deutschlands Geographische Namenwelt,Deutschlands Geographische Namenwelt,Lists/Resources/,False,,,,
"""1""",123,123,Mittelhochdeutsches Namenbuch,Hans Bahlow,#Collection(Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference),"[{""Id"":8,""Value"":""Names""},{""Id"":25,""Value"":""Recommended""},{""Id"":40,""Value"":""Germany""}]",#Collection(Int64),"[8,25,40]",Neustadt an der Aisch,1975,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":4,""Value"":""German""}",4,2018-01-02T05:37:57Z,2018-01-02T05:37:57Z,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,Lists%252fResources%252f123_.000,https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/listform.aspx?PageType=4&ListId=973e83c9-26e8-42f3-8419-3843014fce73&ID=123&ContentTypeID=0x01006F695A2D1FCAB64D89E3744D7560513D,Mittelhochdeutsches Namenbuch,Mittelhochdeutsches Namenbuch,Lists/Resources/,False,,,,
"""1""",124,124,Pommersche Familiennamen,Hans Bahlow,#Collection(Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference),"[{""Id"":8,""Value"":""Names""},{""Id"":25,""Value"":""Recommended""},{""Id"":40,""Value"":""Germany""}]",#Collection(Int64),"[8,25,40]",Verglag Degener & Co,1982,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":4,""Value"":""German""}",4,2018-01-02T05:39:12Z,2018-01-02T05:39:12Z,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,Lists%252fResources%252f124_.000,https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/listform.aspx?PageType=4&ListId=973e83c9-26e8-42f3-8419-3843014fce73&ID=124&ContentTypeID=0x01006F695A2D1FCAB64D89E3744D7560513D,Pommersche Familiennamen,Pommersche Familiennamen,Lists/Resources/,False,,,,
"""1""",125,125,Unsere Vornamen im Wandel der Jahrhunderte,Hans Bahlow,#Collection(Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference),"[{""Id"":8,""Value"":""Names""},{""Id"":25,""Value"":""Recommended""},{""Id"":40,""Value"":""Germany""}]",#Collection(Int64),"[8,25,40]",C.A. Stark Verlag,1965,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":4,""Value"":""German""}",4,2018-01-02T05:40:31Z,2018-01-02T05:40:31Z,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,Lists%252fResources%252f125_.000,https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/listform.aspx?PageType=4&ListId=973e83c9-26e8-42f3-8419-3843014fce73&ID=125&ContentTypeID=0x01006F695A2D1FCAB64D89E3744D7560513D,Unsere Vornamen im Wandel der Jahrhunderte,Unsere Vornamen im Wandel der Jahrhunderte,Lists/Resources/,False,,,,
"""1""",126,126,Two Studies in Roman Nomenclature,D. R. Shackleton Bailey,#Collection(Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference),"[{""Id"":8,""Value"":""Names""},{""Id"":25,""Value"":""Recommended""},{""Id"":26,""Value"":""Advanced""},{""Id"":48,""Value"":""Roman""}]",#Collection(Int64),"[8,25,26,48]",The American Philological Association,1976,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":1,""Value"":""English""}",1,2018-01-02T05:43:55Z,2018-01-02T05:43:55Z,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,Lists%252fResources%252f126_.000,https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/listform.aspx?PageType=4&ListId=973e83c9-26e8-42f3-8419-3843014fce73&ID=126&ContentTypeID=0x01006F695A2D1FCAB64D89E3744D7560513D,Two Studies in Roman Nomenclature,Two Studies in Roman Nomenclature,Lists/Resources/,False,,,,
"""1""",127,127,Curiosities of Puritan Nomenclature,Charles Wareing Bardsley,#Collection(Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference),"[{""Id"":8,""Value"":""Names""},{""Id"":25,""Value"":""Recommended""},{""Id"":29,""Value"":""England""}]",#Collection(Int64),"[8,25,29]",Genealogical Publishing,1996,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":1,""Value"":""English""}",1,2018-01-02T05:49:16Z,2018-01-02T05:49:16Z,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,Lists%252fResources%252f127_.000,https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/listform.aspx?PageType=4&ListId=973e83c9-26e8-42f3-8419-3843014fce73&ID=127&ContentTypeID=0x01006F695A2D1FCAB64D89E3744D7560513D,Curiosities of Puritan Nomenclature,Curiosities of Puritan Nomenclature,Lists/Resources/,False,,,,
"""1""",128,128,Dictionary of English and Welsh Surnames,Charles Wareing Bardsley,#Collection(Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference),"[{""Id"":8,""Value"":""Names""},{""Id"":25,""Value"":""Recommended""},{""Id"":29,""Value"":""England""},{""Id"":31,""Value"":""Wales""}]",#Collection(Int64),"[8,25,29,31]",Heraldry Today,1988,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":1,""Value"":""English""}",1,2018-01-02T05:50:32Z,2018-01-02T05:50:32Z,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,Lists%252fResources%252f128_.000,https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/listform.aspx?PageType=4&ListId=973e83c9-26e8-42f3-8419-3843014fce73&ID=128&ContentTypeID=0x01006F695A2D1FCAB64D89E3744D7560513D,Dictionary of English and Welsh Surnames,Dictionary of English and Welsh Surnames,Lists/Resources/,False,,,,
"""1""",129,129,English Surnames,Charles Wareing Bardsley,#Collection(Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference),"[{""Id"":8,""Value"":""Names""},{""Id"":25,""Value"":""Recommended""},{""Id"":29,""Value"":""England""}]",#Collection(Int64),"[8,25,29]",Charled E. Tuttle Co,1968,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":1,""Value"":""English""}",1,2018-01-02T05:51:47Z,2018-01-02T05:51:47Z,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,Lists%252fResources%252f129_.000,https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/listform.aspx?PageType=4&ListId=973e83c9-26e8-42f3-8419-3843014fce73&ID=129&ContentTypeID=0x01006F695A2D1FCAB64D89E3744D7560513D,English Surnames,English Surnames,Lists/Resources/,False,,,,
"""1""",130,130,Everyone in the Bible,William Barker,#Collection(Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference),"[{""Id"":8,""Value"":""Names""},{""Id"":25,""Value"":""Recommended""},{""Id"":26,""Value"":""Advanced""},{""Id"":-1,""Value"":""Biblical""}]",#Collection(Int64),"[8,25,26,-1]",Fleming H. Revell Company,1966,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":1,""Value"":""English""}",1,2018-01-02T05:54:16Z,2018-01-02T05:54:16Z,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,Lists%252fResources%252f130_.000,https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/listform.aspx?PageType=4&ListId=973e83c9-26e8-42f3-8419-3843014fce73&ID=130&ContentTypeID=0x01006F695A2D1FCAB64D89E3744D7560513D,Everyone in the Bible,Everyone in the Bible,Lists/Resources/,False,,,,
"""1""",131,131,Early Welsh Genealogical Tracts,P. C. Bartrum,#Collection(Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference),"[{""Id"":8,""Value"":""Names""},{""Id"":31,""Value"":""Wales""},{""Id"":25,""Value"":""Recommended""},{""Id"":26,""Value"":""Advanced""}]",#Collection(Int64),"[8,31,25,26]",University of Wales Press,1966,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":1,""Value"":""English""}",1,2018-01-02T05:55:54Z,2018-01-02T05:55:54Z,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,Lists%252fResources%252f131_.000,https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/listform.aspx?PageType=4&ListId=973e83c9-26e8-42f3-8419-3843014fce73&ID=131&ContentTypeID=0x01006F695A2D1FCAB64D89E3744D7560513D,Early Welsh Genealogical Tracts,Early Welsh Genealogical Tracts,Lists/Resources/,False,,,,
"""1""",132,132,Studie van de Ieperse Persoonsnamen uit de Stads-en Baljuwsrekeningen 1250-1400,Wilfried Beele,#Collection(Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference),"[{""Id"":8,""Value"":""Names""},{""Id"":25,""Value"":""Recommended""},{""Id"":37,""Value"":""Netherlands""},{""Id"":56,""Value"":""1201-1250""},{""Id"":57,""Value"":""1251-1300""},{""Id"":58,""Value"":""1301-1350""},{""Id"":59,""Value"":""1351-1400""}]",#Collection(Int64),"[8,25,37,56,57,58,59]",Uitgeverij Familia et Patria,1975,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Dutch""}",0,2018-01-02T06:04:40Z,2018-01-02T06:04:40Z,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,Lists%252fResources%252f132_.000,https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/listform.aspx?PageType=4&ListId=973e83c9-26e8-42f3-8419-3843014fce73&ID=132&ContentTypeID=0x01006F695A2D1FCAB64D89E3744D7560513D,Studie van de Ieperse Persoonsnamen uit de Stads-en Baljuwsrekeningen 1250-1400,Studie van de Ieperse Persoonsnamen uit de Stads-en Baljuwsrekeningen 1250-1400,Lists/Resources/,False,,,,
