odataPlaceholder,ItemInternalId,ID,Title,Branch,Description,Contact,Term_Ends,Holder,Successor,Department,Department_Contact,External,{FilenameWithExtension},{HasAttachments},Assistants
0,Lists%252fHeraldic%2bOffices%252f59_.000,59,Golden Bear,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":14,""Value"":""Adiantum""}",Baronial Herald,Adiantum.Herald@antir.org,2020-07-31,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":113,""Value"":""Lucius von Bamberg""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",False,False,Golden Bear,False,[]
0,Lists%252fHeraldic%2bOffices%252f60_.000,60,Hazel Leaf,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":15,""Value"":""Terra Pomaria""}",Baronial Herald,tpbaronialherald@gmail.com,2020-08-31,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":114,""Value"":""Marcus Valerius Taurus""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",False,False,Hazel Leaf,False,[]
0,Lists%252fHeraldic%2bOffices%252f61_.000,61,Coquille,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":16,""Value"":""Seagirt""}",Baronial Herald,herald@seagirt.tirrigh.org,2020-01-07,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":134,""Value"":""Elina of York""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Coquille,False,[]
0,Lists%252fHeraldic%2bOffices%252f62_.000,62,Sable Loat,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":17,""Value"":""Lions Gate""}",Baronial Herald,herald@lionsgate.tirrigh.org,2021-01-08,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":131,""Value"":""Steffan Drakkar""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Sable Loat,False,[]
0,Lists%252fHeraldic%2bOffices%252f63_.000,63,Vulcanfeldt,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":18,""Value"":""Vulcanfeldt""}",Baronial Herald,,2019-01-01,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":35,""Value"":""Rurik Gjafvaldsson""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Vulcanfeldt,False,[]
0,Lists%252fHeraldic%2bOffices%252f64_.000,64,Blak Shepe,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":21,""Value"":""Wyewood""}",Baronial Herald,herald@wyewood.org,2019-07-31,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":48,""Value"":""Avine de Hert""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Blak Shepe,False,[]
0,Lists%252fHeraldic%2bOffices%252f67_.000,67,Fire Mountain Keep,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":20,""Value"":""Fire Mountain Keep""}",Branch Officer,herald@firemountainkeep.org,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":37,""Value"":""Quillemette de Calemoutier""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Fire Mountain Keep,False,[]
0,Lists%252fHeraldic%2bOffices%252f68_.000,68,Rivers Bend,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":22,""Value"":""Rivers Bend""}",Branch Officer,charlenesowersb52@gmail.com,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":40,""Value"":""Eglentyne Merryweather""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Rivers Bend,False,[]
0,Lists%252fHeraldic%2bOffices%252f69_.000,69,Akornebir,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":23,""Value"":""Akornebir""}",Branch Officer,,2018-12-31,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":46,""Value"":""Þorkell Palsson""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",False,False,Akornebir,False,[]
0,Lists%252fHeraldic%2bOffices%252f70_.000,70,Cranehaven,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":24,""Value"":""Cranehaven""}",Branch Officer,,,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Cranehaven,False,[]
0,Lists%252fHeraldic%2bOffices%252f73_.000,73,Porte de l'Eau,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":25,""Value"":""Porte de l'Eau""}",Branch Officer,annerosesmythe@gmail.com,2020-09-30,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":58,""Value"":""Anne Rose Smythe""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Porte de l'Eau,False,[]
0,Lists%252fHeraldic%2bOffices%252f74_.000,74,Thornwold,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":19,""Value"":""Thornwold""}",Branch Officer,,2021-08-15,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":33,""Value"":""Morgan of Aberystwyth""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Thornwold,False,[]
0,Lists%252fHeraldic%2bOffices%252f75_.000,75,Lyonsmarche,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":26,""Value"":""Lyonsmarche""}",Branch Officer,,,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Lyonsmarche,False,[]
0,Lists%252fHeraldic%2bOffices%252f77_.000,77,Hauksgarðr,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":27,""Value"":""Hauksgarðr""}",Branch Officer,mizumador@gmail.com,2021-07-31,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":119,""Value"":""Otryggr Skapti""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Hauksgarðr,False,[]
0,Lists%252fHeraldic%2bOffices%252f78_.000,78,Ambergard,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":29,""Value"":""Ambergard""}",Branch Officer,,,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Ambergard,False,[]
0,Lists%252fHeraldic%2bOffices%252f79_.000,79,Appledore,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":42,""Value"":""Appledore""}",Branch Officer,,,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Appledore,False,[]
0,Lists%252fHeraldic%2bOffices%252f80_.000,80,Bearwood,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":33,""Value"":""Bearwood""}",Branch Officer,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":126,""Value"":""Jason ye Seolfer-tunged""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Bearwood,False,[]
0,Lists%252fHeraldic%2bOffices%252f81_.000,81,Briaroak,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":53,""Value"":""Briaroak""}",Branch Officer,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":117,""Value"":""Rose Scarlett Graham""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Briaroak,False,[]
0,Lists%252fHeraldic%2bOffices%252f82_.000,82,Cae Mor,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":43,""Value"":""Cae Mor""}",Branch Officer,,,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Cae Mor,False,[]
0,Lists%252fHeraldic%2bOffices%252f83_.000,83,Coeur du Val,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":54,""Value"":""Coeur du Val""}",Branch Officer,wilhelm@hostman.us,2020-07-31,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":107,""Value"":""Wilhelm von Dusseldorf""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Coeur du Val,False,[]
0,Lists%252fHeraldic%2bOffices%252f84_.000,84,Coill Mhor,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":44,""Value"":""Coill Mhor""}",Branch Officer,,,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Coill Mhor,False,[]
0,Lists%252fHeraldic%2bOffices%252f85_.000,85,Cold Keep,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":45,""Value"":""Cold Keep""}",Branch Officer,,,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Cold Keep,False,[]
0,Lists%252fHeraldic%2bOffices%252f86_.000,86,Corvaria,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":55,""Value"":""Corvaria""}",Branch Officer,,,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Corvaria,False,[]
0,Lists%252fHeraldic%2bOffices%252f87_.000,87,Danescombe,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":46,""Value"":""Danesombe""}",Branch Officer,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":80,""Value"":""Taliesin ap Hafgan""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Danescombe,False,[]
0,Lists%252fHeraldic%2bOffices%252f88_.000,88,Dregate,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":34,""Value"":""Dregate""}",Branch Officer,,2018-10-31,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Dregate,False,[]
0,Lists%252fHeraldic%2bOffices%252f89_.000,89,Druim Doinnean,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":31,""Value"":""Druim Doinnean""}",Branch Officer,druimdoineann.herald@antir.org,2020-11-01,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":111,""Value"":""Máel Cáemgein Mac Seamuis Ui Conchobhair""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",False,False,Druim Doinnean,False,[]
0,Lists%252fHeraldic%2bOffices%252f90_.000,90,Earnrokke,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":35,""Value"":""Earnrokke""}",Branch Officer,,,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Earnrokke,False,[]
0,Lists%252fHeraldic%2bOffices%252f91_.000,91,False Isle,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":47,""Value"":""False Isle""}",Branch Officer,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":61,""Value"":""Alicia le Wilfulle""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,False Isle,False,[]
0,Lists%252fHeraldic%2bOffices%252f92_.000,92,Fjordland,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":48,""Value"":""Fjordland""}",Branch Officer,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":81,""Value"":""Serge Fjetland""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Fjordland,False,[]
0,Lists%252fHeraldic%2bOffices%252f93_.000,93,Glyn Dwfn,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":56,""Value"":""Glyn Dwfn""}",Branch Officer,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":96,""Value"":""Robbin Bowring""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Glyn Dwfn,False,[]
0,Lists%252fHeraldic%2bOffices%252f94_.000,94,Grimwithshire,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":36,""Value"":""Grimwithshire""}",Branch Officer,,,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Grimwithshire,False,[]
0,Lists%252fHeraldic%2bOffices%252f95_.000,95,Hartwood,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":49,""Value"":""Hartwood""}",Branch Officer,herald@hartwood.tirrigh.org,2020-04-30,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":103,""Value"":""Elphin O Flaithbheartaigh""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Hartwood,False,[]
0,Lists%252fHeraldic%2bOffices%252f96_.000,96,Kaldor Ness,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":40,""Value"":""Kaldor Ness""}",Branch Officer,madmarshalls@gmail.com,2021-07-31,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":118,""Value"":""Muireann inghean ui Mhuirneachain""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Kaldor Ness,False,[]
0,Lists%252fHeraldic%2bOffices%252f97_.000,97,Krakafjord,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":50,""Value"":""Krakafjord""}",Branch Officer,herald@krakenfjord.com,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":83,""Value"":""Kenna Graham""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Krakafjord,False,[]
0,Lists%252fHeraldic%2bOffices%252f98_.000,98,Lionsdale,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":51,""Value"":""Lionsdale""}",Branch Officer,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":122,""Value"":""Elspeth Farre""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Lionsdale,False,[]
0,Lists%252fHeraldic%2bOffices%252f100_.000,100,Midhaven,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":38,""Value"":""Midhaven""}",Branch Officer,,,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Midhaven,False,[]
0,Lists%252fHeraldic%2bOffices%252f101_.000,101,Mountain Edge,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":28,""Value"":""Mountain Edge""}",Branch Officer,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":75,""Value"":""Earc mac Fíthal""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Mountain Edge,False,[]
0,Lists%252fHeraldic%2bOffices%252f102_.000,102,Myrtle Holt,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":57,""Value"":""Myrtle Holt""}",Branch Officer,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":100,""Value"":""Brynhildr Smiðsdottir""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Myrtle Holt,False,[]
0,Lists%252fHeraldic%2bOffices%252f103_.000,103,Pendale,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":39,""Value"":""Pendale""}",Branch Officer,,,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Pendale,False,[]
0,Lists%252fHeraldic%2bOffices%252f104_.000,104,Ramsgaard,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":30,""Value"":""Ramsgaard""}",Branch Officer,herald@ramsgaard.tirrigh.org,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":84,""Value"":""Zarah Loba""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Ramsgaard,False,[]
0,Lists%252fHeraldic%2bOffices%252f105_.000,105,Silverhart,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":41,""Value"":""Silverhart""}",Branch Officer,,,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Silverhart,False,[]
0,Lists%252fHeraldic%2bOffices%252f106_.000,106,Southmarch,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":58,""Value"":""Southmarch""}",Branch Officer,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":79,""Value"":""Myrgjol bjarnardottir""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Southmarch,False,[]
0,Lists%252fHeraldic%2bOffices%252f107_.000,107,Saint Bunstable,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":37,""Value"":""Saint Bunstable""}",Branch Officer,,,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Saint Bunstable,False,[]
0,Lists%252fHeraldic%2bOffices%252f108_.000,108,Tir Bannog,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":52,""Value"":""Tir Bannog""}",Branch Officer,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":85,""Value"":""Alys Lakewood""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Tir Bannog,False,[]
0,Lists%252fHeraldic%2bOffices%252f109_.000,109,Tymberhavene,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":32,""Value"":""Tymberhavene""}",Branch Officer,,,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",,False,Tymberhavene,False,[]
0,Lists%252fHeraldic%2bOffices%252f110_.000,110,Black Antelope,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":1,""Value"":""An Tir""}",,,,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""-unassigned-""}",,False,Black Antelope,False,[]
0,Lists%252fHeraldic%2bOffices%252f111_.000,111,Hafoc,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":2,""Value"":""Tir Rígh""}",Contingency,herald@tirrigh.org,2021-09-06,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":63,""Value"":""Edwina de Herst""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":3,""Value"":""Administration""}",True,False,Hafoc,False,[]
0,Lists%252fHeraldic%2bOffices%252f112_.000,112,Tir Rígh Reporting Deputy,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":2,""Value"":""Tir Rígh""}",Reports,reportingherald@tirrigh.org,,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":3,""Value"":""Administration""}",,False,Tir Rígh Reporting Deputy,False,[]
0,Lists%252fHeraldic%2bOffices%252f113_.000,113,Silver Pillar,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":2,""Value"":""Tir Rígh""}",Order of Precedence,op@tirrigh.org,2019-11-02,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":97,""Value"":""Rose Cam-beul""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":8,""Value"":""Court""}",,False,Silver Pillar,False,[]
0,Lists%252fHeraldic%2bOffices%252f114_.000,114,Red Flame,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":2,""Value"":""Tir Rígh""}",Submissions,redflame@tirrigh.org,2021-07-15,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":98,""Value"":""Sadhbh Bheag inghean Toirrdhealbhaigh""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":7,""Value"":""Submissions""}",True,False,Red Flame,False,"[{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":62,""Value"":""Cunegonda of Hartwood""},{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":122,""Value"":""Elspeth Farre""}]"
0,Lists%252fHeraldic%2bOffices%252f115_.000,115,Silver Sparkes,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":2,""Value"":""Tir Rígh""}",Clerk,silversparkes@tirrigh.org,2021-07-13,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":122,""Value"":""Elspeth Farre""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":7,""Value"":""Submissions""}",False,False,Silver Sparkes,False,[]
0,Lists%252fHeraldic%2bOffices%252f116_.000,116,Blue Inkhorn,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":2,""Value"":""Tir Rígh""}",Notifications,blueinkhorn@tirrigh.org,2021-02-13,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":62,""Value"":""Cunegonda of Hartwood""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":7,""Value"":""Submissions""}",,False,Blue Inkhorn,False,[]
0,Lists%252fHeraldic%2bOffices%252f117_.000,117,Silver Wolf,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":2,""Value"":""Tir Rígh""}",Field and Crier,silverwolf@tirrigh.org,2020-07-31,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":134,""Value"":""Elina of York""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":9,""Value"":""Tournament""}",,False,Silver Wolf,False,[]
0,Lists%252fHeraldic%2bOffices%252f118_.000,118,Black Adderbolt,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":2,""Value"":""Tir Rígh""}",Education,blackadderbolt@tirrigh.org,2021-08-17,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":132,""Value"":""Theodora van Zeeland""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":6,""Value"":""Education""}",,False,Black Adderbolt,False,[]
0,Lists%252fHeraldic%2bOffices%252f119_.000,119,Lynx,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":2,""Value"":""Tir Rígh""}",Web,lynx@tirrigh.org,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":99,""Value"":""Wulfwyn of Meduseld""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":4,""Value"":""Staff""}",,False,Lynx,False,[]
